Company,items,industry,description
라이프시맨틱스,"소프트웨어(개인건강기록 플랫폼,진료기록번역플랫폼,질병분류기호 검색) 개발,공급/의료기기 도매/자문,컨설팅/전자상거래,통신판매",소프트웨어 개발 및 공급업,"기업개요
동사는 디지털 헬스 기술 플랫폼 및 디지털헬스 솔루션, 디지털 치료제 등의 개발과 공급을 주요 사업으로 영위하고 있음.
동사는 능동적 의료소비자의 등장과 디지털헬스를 통한 비대면 의료의 도래를 예견하고 이에 따른 제반 수요에 착안해 국내 최초의 개인건강기록 기반 상용 디지털헬스 기술플랫폼인 '라이프레코드’를 개발하였음.
2021년 3월 23일 코스닥 시장에 신규 상장함.
출처 : 에프앤가이드"
마이크로디지탈,"바이오 분석 시스템, 메디칼 자동화 시스템",의료용 기기 제조업,"기업개요
동사는 2002년 8월 2일 설립되어 바이오 공정(세포배양시스템), 바이오메디컬(메디컬 자동화 시스템, 바이오 분석시스템, 정밀 현장진단 플랫폼), 진단키트 분야의 사업을 영위하고 있음.
동사의 주요 매출처는 글로벌 30여 개국의 60여 개 파트너사로 이루어져 있음.
바이오분석시스템, 전자동 면역분석시스템 및 고감도 현장진단시스템, 일회용 세포배양시스템 등이 동사의 주요 제품임.
출처 : 에프앤가이드"
메디아나,"환자감시장치, 자동심장 제세동기(AED)",의료용 기기 제조업,"기업개요
동사는 의료기기의 제조, 판매사업 등을 영위할 목적으로 1995년 6월 설립되었으며 환자감시장치, 제세동기를 제조하여 해외 및 국내에 공급하고 있음.
기존 제품군의 환자감시장치를 비롯한 심장충격기 등을 생산, 판매하고 있으며 이들 제품군은 ODM 및 자사 브랜드로 판매하고 있음.
상품영업, ODM사업, 자사 브랜드 영업을 통하여 구축한 내부 인프라를 바탕으로 제품 개발에서 판매까지 하고 있으며, 자사 브랜드를 구축함.
출처 : 에프앤가이드"
바디텍메드,면역진단기기 및 카트리지,의료용품 및 기타 의약 관련제품 제조업,"기업개요
동사는 1998년 11월 설립되었으며 2015년 코스닥 시장에 스팩 합병 형태로 상장함.
동사는 면역진단 카트리지 및 진단기기 등 체외진단제품의 연구개발, 생산과 판매를 주요업무로 하고 있으며, 인체의 각종 질환등 영역을 포괄하는 진단카트리지 제품군을 형성하고 있음.
코로나 팬데믹 이후 코로나19 바이러스를 진단할 수 있는 항원진단제품, 타액항원진단제품 등이 추가되긴 했지만, 주요 제품의 매출비중이 고르게 분포되어 있음.
출처 : 에프앤가이드"
삼아제약,"노마에프, 아토크건조시럽, 코데날정, 코코시럽, 스마엘",의약품 제조업,"기업개요
동사는 의약품의 제조 및 판매를 주요 사업으로 하며 호흡기계, 피부기계, 해열진통소염제, 소화기계, 항생제, 순환내분비계, 일반의약품 및 건강기능식품을 제조 및 판매하고 있음.
동사의 의약품은 호흡기계, 항생제, 피부기계, 소화기계, 해열진통소염, 순환내분비계, 일반의약품 및 건강기능식품으로 구분됨.
동사의 호흡기계 주요 상표로는 씨투스, 베포린, 코데날정,아토크, 헤브론, 네오세틴 등이 있음.
출처 : 에프앤가이드"
셀트리온제약,고덱스 캡슐 외,의약품 제조업,"기업개요
동사는 KGMP, cGMP, EU-GMP 적격업체로, 충북 진천과 오창에 생산 및 품질 관리시설을 갖추고 40여 전문의약품을 생산하고 있으며, 다양한 제품파이프라인을 보유중임.
주력제품 고덱스는 기존 간질환치료제인 헤파디프와 DDB제제의 배합 비율을 찾아 2상, 3상 임상 실시로 5년 노력 끝에 개발함.
바이오시밀러 국내 독점판매권과 유통권을 확보함으로써 기존 케미컬 의약품과의 시너지 확대를 통한 시장지배력 강화를 도모하고 있음.
출처 : 에프앤가이드"
신신제약,파스류 (신신파스 아렉스 등),의약품 제조업,"기업개요
동사는 근육통, 관절통, 신경통 등을 적응증으로 하는 첩부제(파스류)를 비롯하여 바르는 물파스, 뿌리는 에어파스 등의 품목에 특화된 OTC 의약품 전문 제조, 판매하는 업체임.
여름철 해충기피제, 습진, 피부염 등에 바르는 외용액제, 티눈 제거제, 각종 반창고 등 약 100여 종에 달하는 OTC 의약품 및 의약외품 등을 생산, 판매.
동사의 주요 매출처는 약국과 의약품 도매상으로 약국이 총 매출 비중의 45% 를 차지.
출처 : 에프앤가이드"
아이진,"당뇨성망막병증 치료제, 욕창치료제, 대상포진백신, 코로나19 예방백신 등",자연과학 및 공학 연구개발업,"기업개요
동사는 2000년 설립되었으며 신약 연구 개발을 전문적으로 수행하는 벤처기업으로서 2013년 코넥스시장에 상장, 2015년 기술특례로 코스닥 이전상장함.
허혈성 질환 중 당뇨망막증, 욕창, 창상, 그리고 심근허혈/재관류 손상치료제를 개발 중이며, 자궁경부암 백신과 대상포진 백신에 대한 연구도 진행중.
재무구조 개선을 위해 2017년부터 바이오 IT 시스템 사업을 시작했으며 2018년부터는 의약품 도매와 건강기능식품 사업 개시함.
출처 : 에프앤가이드"
알리코제약,완제 의약품,의료용품 및 기타 의약 관련제품 제조업,"기업개요
동사는 의약품의 연구, 제조 및 판매를 목적으로 1992년 12월 28일 설립됨.
주력 사업은 네릭의약품의 국내 판매, 타 제약사 제품 수탁생산, 동남아, 중남미 등 제네릭 해외수출, 천연물 의약품 및 건강기능식품 개발 및 판매임.
현재 동사는 제네릭 품목에만 집중하던 연구에서 벗어나 각종 첨단연구장비와 시설확충을 통한 제형차별화 품목과 복합개량신약 연구 및 특화채널의 제품 개발에 전념 중임.
출처 : 에프앤가이드"
엔젠바이오,"유전체 분야 진단시약 제조 및 유전체 분야 소프트웨어 연구,개발,판매","그외 기타 전문, 과학 및 기술 서비스업","기업개요
동사는 단일사업부문으로 구성되어 있으며, 주요사업은 첫째로, 정밀진단 시약 및 분석 SW 판매 사업임.
두번째로, 개인 유전자검사 서비스 제공 사업으로 유전자검사기관 인증을 취득하여 일반인 대상의 비만, 운동, 식이 등과 관련된 유전자검사 서비스를 수행함.
세번째로, 동반진단 서비스 사업으로 표적치료제 신약 개발사를 대상으로 표적치료제 대상환자 선별 및 임상효과를 검증시에 동사의 정밀진단 제품을 활용하여 최적의 치료법 제시.
출처 : 에프앤가이드"
오스코텍,"뼈이식재,건강식품소재",의약품 제조업,"기업개요
2007년 코스닥시장에 상장. 합성신약, 기능성 소재, 치과용 골이식재 사업을 영위하는 업체임.
고형암(비소세포폐암, 삼중음성 유방암 등)과 혈액암(급성골수성백혈병), 자가면역질환(류마티스성관절염,면역성혈소판감소증 등) 관련하여 세포내 비정상적으 로 활성화 되어있는 키나제를 억제하는 표적치료제를 개발함.
관절염, 항암제 등과 관련한 질환의 신약개발에 주력하고 있으며, 개발과정에서 얻어진 연구산물을 제품화 시켜 판매 중임.
출처 : 에프앤가이드"
올릭스,siRNA 신약 개발,자연과학 및 공학 연구개발업,"기업개요
동사는 2010년 2월 26일 설립되었으며 RNA간섭 플랫폼 기술을 기반으로 기존 치료제가 접근하기 어려운 질환에 대한 치료제의 개발 등을 주요 사업으로 영위하고 있음.
동사 주요 제품은 비대흉터 치료제, 탈모치료제, 건성 및 습성 황반변성 치료제, 망막하 섬유화증 및 습성 황반변성 치료제 등이 있음.
siRNA 국소 투여 치료제 분야에서 글로벌 경쟁기업과 견주어 손색이 없는 경쟁력을 갖추고 있음.
출처 : 에프앤가이드"
우정바이오,"동물실험,CRO서비스,사육장비,세척장비등",자연과학 및 공학 연구개발업,"기업개요
동사는 1989년에 설립된 신약연구 기업으로, 2017년에 코스닥시장에 상장함.
동사는 감염관리 전문기업으로 병원 및 연구시설에 감염관리 서비스를 제공중임. 동사의 감염관리 서비스는 ‘설계-시공-장비-유지-예방멸균’의 토탈 솔루션 형태임.
감염관리는 병원의 수술실, 무균실, 중환자실, 연구시설의 실험실, 제약 생산시설 등에 필요하며 메르스 사태 이후 사회적으로 감염관리의 중요성에 대한 인식이 높아지며 수요 증가 추세임.
출처 : 에프앤가이드"
원바이오젠,"창상피복제, 습윤드레싱제",의료용품 및 기타 의약 관련제품 제조업,"기업개요
동사는 상처의 보호부터 수술 부위의 상처 치료에 이르기까지 다양한 사용목적, 방법으로 세분화되어 의료현장에서 사용하는 창상피복재에 대한 개발 및 제조를 영위함.
주요 사업분야는 상처를 보호하거나 오염을 방지하고, 삼출액의 흡수, 출혈 또는 체액의 손실 등을 막아주는 창상피복재 의료용 소재사업임.
2022년 상반기 타켓으로 화상 및 피부이식재에 사용되고 바이오필름막 형성을 억제하는 텍솝하이드로힐넷을 개발 및 허가 중에 있음.
출처 : 에프앤가이드"
유비케어,"의사랑,유팜,미소몰",소프트웨어 개발 및 공급업,"기업개요
1997년 5울 2일 코스닥 시장에 상장되었으며, 국내 요양기관 EMR 시장점유율 1위 기업으로 의료정보 플랫폼 사업, 개인 건강정보 관리 플랫폼 사업을 영위하고 있음.
전국 2만5,700여 개의 병의원/약국 및 38개의 대리점을 통해 의료네트워크를 구축하고 있으며, 헬스케어 관련 맞춤형의료기기를 제공.
빠른 시장 선정을 바탕으로 의료 서비스 관련 다각화된 사업 포트폴리오 구축을 완료했다는 점에서 차별화된 경쟁력을 확보하고 있음.
출처 : 에프앤가이드"
이루다,레이저 및 고주파 의료기기,의료용 기기 제조업,"기업개요
동사는 2006년 설립되어 레이저와 고주파 에너지를 이용한 피부과, 안과, 치과분야 전문 의료기기를 개발, 제조, 판매하고 있음.
특히 레이저 컨트롤 및 고주파 Micro Needle 응용시스템에 관한 기술력을 바탕으로 피부과용 전문의료기기 분야를 중심으로 사업을 영위하고 있음.
동사 제품의 주요 기술분야는 레이저, 고주파, 집속초음파로 대표되며, 이를 활용한 피부미용 전문의료기기가 동사의 주요 매출원임.
출처 : 에프앤가이드"
인터로조,"콘텍트렌즈(소프트렌즈, 원데이렌즈, 하드렌즈 등)",의료용 기기 제조업,"기업개요
동사는 2000년 설립되었으며 의료기기 중의 하나인 콘택트렌즈 제조 및 판매업을 주된 업종으로 함.
콘택트렌즈 디자인과 금형제작 및 사출, 생산설비, 기술측면에서 세계적인 수준에 올라있으며 지속적인 매출 성장으로 시장을 점유해 나가고 있음.
미용렌즈 시장이 급격하게 성장하였으며, 선진국과 같이 단기착용렌즈 시장과 함께 증가함에 따라 단위 매출의 성장이 지속적으로 증가 추세임.
출처 : 에프앤가이드"
인트론바이오,"바이오 신약, 분자진단제품, 동물용항생제대체재",기초 의약물질 및 생물학적 제제 제조업,"기업개요
동사는 1999년에 설립되어 2011년 코스닥시장에 기술특례 상장한 바이오 기업임. 바이오 신약 개발 사업과 진단키트 개발 사업을 주로 영위하고 있음.
사업부문은 박테리오파지 플랫폼 기술을 기반으로 하는 신약파트와 PCR 및 크로마토그래피 플랫폼 기술을 활용하여 분자진단, 신속항원 진단 등 진단키트 개발을 하는 DR파트로 구성.
연결대상 종속회사로 미국 소재의 신약개발 관련 기업 1개사를 보유함.
출처 : 에프앤가이드"
